,company_name,company_type,company_loc,company_size,job_name,job_salary,edu_level,emp_type,company_score,No
1522,北京先进数通信息技术股份公司,股份制企业,北京,1000-9999人,ETL工程师,7K-14K,本科,全职,128.0,1523.0
1523,广东美格基因科技有限公司,其它,广州,20-99人,研发工程师 -动植物转录组方向,6K-8K,本科,全职,128.0,1524.0
1524,广州弈犀广告有限公司,民营,上海,20-99人,市场研究经理（定量研究）,15K-20K,本科,全职,128.0,1525.0
1525,北京尔茂蒙特时装有限公司,民营,北京,100-499人,品牌经理,10K-15K,本科,全职,128.0,1526.0
1526,北京尔茂蒙特时装有限公司,民营,北京,100-499人,品牌营销经理,10K-15K,本科,全职,128.0,1527.0
1527,厦门仁优网络科技有限公司,民营,厦门,100-499人,Java研发工程师（中高级）,10K-15K,不限,全职,128.0,1528.0
1528,北京车音网科技有限公司,股份制企业,北京,100-499人,Go语言高级工程师,15K-25K,本科,全职,128.0,1529.0
1529,广东美格基因科技有限公司,其它,广州,20-99人,研发工程师 -微生物基因组方向,6K-8K,本科,全职,128.0,1530.0
1530,北京中亦安图科技股份有限公司,民营,上海-浦东新区,100-499人,算法工程师,8K-12K,硕士,全职,128.0,1531.0
1531,烟台欣和企业食品有限公司,外商独资,北京,1000-9999人,京东运营专员,6K-8K,大专,全职,128.0,1532.0
1532,杭州天眼教育咨询有限公司,股份制企业,杭州-西湖区,20-99人,Python讲师,10K-15K,大专,全职,128.0,1533.0
1533,浙江仙琚制药股份有限公司,上市公司,杭州,1000-9999人,国际BD,5K-10K,不限,全职,128.0,1534.0
1534,中晶建材集团,股份制企业,天津,100-499人,市场调研,6K-8K,本科,全职,128.0,1535.0
1535,凯捷中国,外商独资,昆山,1000-9999人,BI Engineer,10K-15K,本科,全职,128.0,1536.0
1536,北大方正集团,国企,佛山,500-999人,技术经理,12K-20K,大专,全职,128.0,1537.0
1537,北大方正集团,国企,佛山-顺德区,500-999人,技术经理,12K-20K,大专,全职,128.0,1538.0
1538,中国平安人寿保险股份有限公司重庆分公司第六营销服务部,上市公司,重庆,,风控主管,15K-20K,大专,全职,128.0,1539.0
1539,苏州玩友时代科技股份有限公司,股份制企业,苏州-工业园区,1000-9999人,手游运营专员（渠道专员）,3K-5K,大专,全职,128.0,1540.0
1540,广东通宇通讯股份有限公司,上市公司,中山,1000-9999人,自动化测试软件工程师,10K-15K,大专,全职,128.0,1541.0
1541,深圳赛菲尔珠宝首饰有限公司,民营,深圳,1000-9999人,软件运维工程师,10K-15K,大专,全职,128.0,1542.0
1542,北京华信智原教育技术有限公司海淀科技分公司,民营,北京,100-499人,Python 讲师,20K-30K,大专,全职,128.0,1543.0
1543,厦门金多厦网络科技有限公司,民营,厦门,20-99人,产品经理/产品专员,12K-18K,本科,全职,128.0,1544.0
1544,徐工集团工程机械股份有限公司,国企,徐州,10000人以上,车辆测试工程师,10K-20K,本科,全职,127.5,1545.0
1545,深圳依时货拉拉科技有限公司,民营,深圳,1000-9999人,产品专员J11492,10K-15K,本科,全职,127.12,1546.0
1546,厦门金多厦网络科技有限公司,民营,厦门,20-99人,产品专员,6K-10K,本科,全职,127.112,1547.0
1547,广州加华科技有限公司,股份制企业,广州-白云区,20-99人,嵌入式软件工程师,8K-10K,本科,全职,126.968,1548.0
1548,中银保险有限公司,国企,北京-西城区,1000-9999人,IT稽核岗,8K-10K,本科,全职,126.88,1549.0
1549,广州米多网络科技有限公司,民营,广州-天河区,100-499人,软件QA工程师,8K-15K,本科,全职,126.768005,1550.0
1550,虎特信息科技(上海)有限公司北京分公司,民营,北京,20-99人,C++安全研发工程师/架构师,20K-30K,本科,全职,126.668,1551.0
1551,富士康科技集团郑州科技园,上市公司,郑州,10000人以上,平台架构管理师,6K-8K,本科,全职,126.668,1552.0
1552,北京千锋互联科技有限公司,民营,上海,500-999人,Python讲师,20K-30K,大专,全职,126.624,1553.0
1553,青岛海成慧车智能科技有限公司北京分公司,民营,北京,20-99人,雷达算法-信号处理工程师,15K-30K,本科,全职,126.528,1554.0
1554,深圳市逸凡科技有限公司,民营,深圳,20-99人,物流主管,13K-18K,本科,全职,126.136,1555.0
1555,链家,国企,天津-河西区,500-999人,校招初期管培生,校招,本科,校园,126.0,1556.0
1556,智容科技有限公司,上市公司,南昌,100-499人,java高级工程师,8K-10K,大专,全职,126.0,1557.0
1557,厦门市豪腾四海进出口有限公司,民营,厦门-思明区,20-99人,跨境电商-lazada shopee平台运营,6K-12K,大专,全职,126.0,1558.0
1558,北京千锋互联科技有限公司,民营,青岛,500-999人,python讲师,20K-40K,大专,全职,126.0,1559.0
1559,北京千锋互联科技有限公司,民营,深圳,500-999人,Python讲师,15K-25K,本科,全职,126.0,1560.0
1560,厦门市豪腾四海进出口有限公司,民营,厦门-思明区,20-99人,跨境电商-shopify平台运营,6K-12K,大专,全职,126.0,1561.0
1561,北京优乐复生科技有限责任公司,民营,北京,20-99人,生信研发工程师,10K-15K,本科,全职,126.0,1562.0
1562,河北睿则文化传播有限公司,民营,石家庄,20-99人,产品助理,6K-8K,本科,全职,125.96,1563.0
1563,湖南细莫食品有限公司,民营,长沙-开福区,100-499人,产品经理/供应链管理/采购经理,8K-10K,本科,全职,125.704,1564.0
1564,武汉仟源电子商务有限公司,上市公司,武汉,100-499人,电商采购专员,6K-8K,本科,全职,125.456,1565.0
1565,北京第一坐标教育科技有限公司,股份制企业,北京,20-99人,企业管理案例文案编辑,7K-12K,本科,全职,125.284,1566.0
1566,西藏昭杨信息技术有限公司,民营,拉萨,20-99人,驻场运维工程师,6K-8K,大专,全职,125.2,1567.0
1567,北京方舟皮肤病医院有限公司,国企,北京,100-499人,护肤品产品经理,10K-15K,大专,全职,124.888,1568.0
1568,北京贝瑞和康生物技术有限公司,上市公司,北京,1000-9999人,生物信息算法工程师,10K-20K,本科,全职,124.668,1569.0
1569,天津名航美耀首饰有限公司,股份制企业,天津-武清区,100-499人,速卖通运营,4K-8K,大专,全职,124.24,1570.0
1570,中国银行江苏省分行,国企,盐城,10000人以上,盐城分行信息科技部 科技经理/助理科技经理,薪资面议,本科,全职,124.0,1571.0
1571,杭州市余杭区新东方烹饪学校,民营,杭州-余杭区,100-499人,网络运营主管,5K-10K,大专,全职,124.0,1572.0
1572,北京亮道智能汽车技术有限公司,民营,北京,20-99人,算法工程师[北京],15K-30K,本科,全职,123.5,1573.0
1573,咸阳子衿企业管理咨询有限公司,股份制企业,广州,20-99人,外贸经理,15K-20K,大专,全职,123.5,1574.0
1574,中节能水务发展有限公司,国企,北京-海淀区,500-999人,财务管理部副主任,15K-20K,本科,全职,123.428,1575.0
1575,杭州意诚默迪生物科技有限公司,合资,杭州-下沙,20-99人,生化工程师 （应用化学）,6K-8K,本科,全职,123.2,1576.0
1576,新印科技股份有限公司,股份制企业,长沙,100-499人,资深设计师,6K-8K,大专,全职,122.956,1577.0
1577,黑龙江醉猫文化传媒有限公司,民营,哈尔滨,20人以下,PHP编程技术,6K-8K,不限,全职,122.668,1578.0
1578,连云港杰瑞深软科技有限公司,国企,连云港,100-499人,算法工程师,6K-12K,本科,全职,122.668,1579.0
1579,郑州市火车站地区名品阁服饰商行,民营,郑州,100-499人,商品主管/经理,8K-10K,大专,全职,122.668,1580.0
1580,唐山蓝鲸信息技术有限公司,,唐山,,金辉国际招网络客服五险底薪2800+提成,2K-4K,不限,全职,122.668,1581.0
1581,浙江同牛网络科技有限公司,民营,杭州-下城区,100-499人,bi工程师,10K-20K,本科,全职,122.616,1582.0
1582,南昌市图奇科技有限公司,民营,南昌,20-99人,急聘外贸专员（临近地铁口）,4K-6K,大专,全职,122.524,1583.0
1583,上海宝金信息科技有限公司,民营,上海,20-99人,linux运维工程师,7K-12K,本科,全职,122.252,1584.0
1584,武汉明合永安科技有限公司,民营,武汉,20-99人,c++工程师,8K-16K,本科,全职,121.716,1585.0
1585,大连志诚家具有限公司,民营,大连,20-99人,售前专员,4K-6K,大专,全职,121.68,1586.0
1586,浙江奥康鞋业股份有限公司,民营,温州,10000人以上,渠道拓展,6K-10K,本科,全职,121.44,1587.0
1587,中天引控科技股份有限公司重庆分公司,股份制企业,重庆,20-99人,嵌入式软件工程师,6K-12K,本科,全职,121.416,1588.0
1588,广东中联兴环保科技有限公司,合资,沧州,20-99人,高级销售经理/商务经理（河北周边区域）,8K-10K,大专,全职,121.0,1589.0
1589,北京小度信息科技有限公司,民营,北京,1000-9999人,数据分析工程师(001845),15K-25K,本科,全职,120.668,1590.0
1590,苏州泓迅生物科技股份有限公司,合资,苏州-工业园区,100-499人,高级生物信息研究员,8K-15K,硕士,全职,120.308,1591.0
1591,浙江肯索服饰有限公司,股份制企业,杭州,100-499人,商品计划专员（商品AD）,6K-8K,不限,全职,120.168,1592.0
1592,上海亚厚纺织科技有限公司,民营,上海,20人以下,嘉定区南翔镇/电商运营,4K-6K,大专,全职,120.0,1593.0
1593,阿里巴巴集团,合资,北京,10000人以上,高德-Web前端资深工程师,薪资面议,本科,全职,120.0,1594.0
1594,北京外企德科人力资源服务上海有限公司,合资,深圳,1000-9999人,手机用户运营助理,7K-11K,大专,全职,120.0,1595.0
1595,阿里巴巴集团,合资,北京,10000人以上,阿里智能营销平台-资深销售经理-房产家居方向,薪资面议,本科,全职,120.0,1596.0
1596,中国再保险（集团）公司,国企,北京,500-999人,核保岗,薪资面议,本科,全职,120.0,1597.0
1597,阿里巴巴集团,合资,广州,10000人以上,阿里游戏-平台服务器程序员,薪资面议,本科,全职,120.0,1598.0
1598,上海凯密科实业有限公司,民营,昆山,100-499人,ERP实施专员,6K-8K,大专,全职,119.332,1599.0
1599,郑州丝绸之路电子商务有限公司,股份制企业,郑州,20-99人,速卖通运营 速卖通主管 外贸主管 外贸专员,4K-6K,本科,全职,119.16,1600.0
1600,深圳市航峰贸易有限公司,民营,深圳,20人以下,速卖通外贸销售,6K-8K,大专,全职,118.824005,1601.0
1601,平安社区(北京)科技有限公司河北分公司,民营,石家庄,100-499人,JAVA高级研发工程师,8K-12K,大专,全职,118.504,1602.0
1602,爱易成技术(天津)有限公司,民营,天津,20-99人,web软件工程师,6K-12K,本科,全职,118.224,1603.0
1603,宁波爱育湾婴童用品有限公司,民营,宁波,20-99人,资深文案,6K-12K,本科,全职,118.152,1604.0
1604,紫光云数科技有限公司,合资,成都,1000-9999人,公有云物联网架构师,10K-20K,本科,全职,118.0,1605.0
1605,中智四川经济技术合作有限公司,国企,成都,100-499人,贷后专员,4K-7K,大专,全职,118.0,1606.0
1606,杭州有赞科技有限公司,上市公司,杭州-西湖区,1000-9999人,bi工程师,15K-30K,本科,全职,118.0,1607.0
1607,大连志诚家具有限公司,民营,大连-甘井子区,20-99人,淘宝客服,4K-6K,不限,全职,117.996,1608.0
1608,有色牛(北京)供应链管理有限公司,股份制企业,北京,100-499人,运营总监,20K-30K,本科,全职,117.94,1609.0
1609,在线途游(北京)科技有限公司,民营,北京,100-499人,渠道运营,8K-10K,本科,全职,117.916,1610.0
1610,杭州图特信息科技有限公司,民营,杭州-西湖区,100-499人,BI实施工程师,7K-12K,本科,全职,117.6,1611.0
1611,杭州匡信科技股份有限公司,民营,杭州,100-499人,python,10K-15K,本科,全职,117.54,1612.0
1612,北京千锋互联科技有限公司深圳分公司,民营,广州-天河区,1000-9999人,python讲师,15K-30K,大专,全职,117.38,1613.0
1613,北京九天微星科技发展有限公司,民营,北京,100-499人,卫星姿态控制工程师,20K-30K,本科,全职,117.231995,1614.0
1614,国典(北京)医药科技有限公司,民营,北京,,质谱技术人员,10K-15K,硕士,全职,117.228,1615.0
1615,深圳市耐拓能源科技有限公司,民营,深圳-龙岗区,500-999人,急聘3c类目产品经理,100K-150K,大专,全职,117.196,1616.0
1616,徐州金鹰丝绸家纺厂,民营,徐州,100-499人,亚马逊 AMAZON EBAY WISH 速卖通 运营专员,8K-10K,不限,全职,116.96,1617.0
1617,武汉光谷信息技术股份有限公司,股份制企业,武汉,500-999人,产品经理(地理信息）,10K-20K,本科,全职,116.824005,1618.0
1618,极道科技(北京)有限公司,其它,北京-朝阳区,20-99人,分布式计算平台研发工程师,10K-20K,本科,全职,116.644,1619.0
1619,北京千锋互联科技有限公司上海分公司,民营,上海-宝山区,500-999人,Python教学主管,20K-30K,大专,全职,116.44,1620.0
1620,上海福寿康居家养老康复护理服务社,民营,上海-虹口区,1000-9999人,社会工作者,4K-6K,不限,全职,116.404,1621.0
1621,北京携程太美国际旅行社有限公司,民营,北京-朝阳区,100-499人,高端旅游产品经理（欧洲路线）,8K-12K,不限,全职,116.376,1622.0
1622,北京携程太美国际旅行社有限公司,民营,北京,100-499人,高端旅游产品经理（美洲操作）,8K-12K,本科,全职,116.304,1623.0
1623,杭州三年二班文化创意有限公司,合资,杭州,100-499人,网页设计,6K-10K,大专,全职,116.28,1624.0
1624,深圳依时货拉拉科技有限公司,民营,深圳,1000-9999人,产品经理(J11492),10K-20K,本科,全职,116.048004,1625.0
1625,亚太建设科技信息研究院,国企,北京,100-499人,办公室网络技术支持部 程序员/编程,8K-10K,本科,全职,116.012,1626.0
1626,四川华西职业培训学校,民营,中卫,20-99人,市场主管/经理,4K-8K,大专,全职,116.0,1627.0
1627,四川华西职业培训学校,民营,宜宾,20-99人,市场主管/经理,4K-8K,大专,全职,116.0,1628.0
1628,上海大游网络科技有限公司,民营,上海-静安区,20-99人,高级产品经理（高端旅游）,8K-15K,本科,全职,116.0,1629.0
1629,深圳悦策科技有限公司,民营,深圳,20人以下,商业智能BI项目经理,10K-15K,本科,全职,116.0,1630.0
1630,天津市爱美慧家居用品有限公司,民营,天津-西青区,20-99人,业务员 销售经理,2K-4K,大专,全职,116.0,1631.0
1631,正奇商务咨询服务,民营,济南,20-99人,产品经理助理,6K-8K,本科,全职,116.0,1632.0
1632,深圳魔数智擎科技有限公司,民营,深圳,20-99人,实习后台工程师,4K-8K,本科,实习,116.0,1633.0
1633,哈尔滨霏尚科技股份有限公司,民营,哈尔滨,100-499人,产品经理,2K-3K,大专,全职,116.0,1634.0
1634,上海百趣生物医学科技有限公司,民营,上海,100-499人,助理研究员,8K-10K,硕士,全职,116.0,1635.0
1635,上海上讯信息技术股份有限公司,民营,上海,100-499人,产品经理,10K-15K,本科,全职,116.0,1636.0
1636,北艾(上海)网络科技有限公司,股份制企业,上海,100-499人,算法工程师,20K-25K,本科,全职,116.0,1637.0
1637,北京五联合品牌管理有限公司,民营,北京,20-99人,产品企划师,8K-10K,本科,全职,116.0,1638.0
1638,深圳市星享互联网络科技有限公司,合资,长沙-天心区,20人以下,算法工程师,5K-10K,本科,全职,116.0,1639.0
1639,深圳市顶兴电子商务有限公司,民营,深圳,20-99人,aliexpress专员,4K-8K,大专,全职,116.0,1640.0
1640,浙江稀好物联网科技有限公司,民营,上海,20-99人,采购经理,8K-15K,大专,全职,116.0,1641.0
1641,北京优贝在线网络科技有限公司,民营,北京,100-499人,推荐算法工程师,25K-50K,本科,全职,116.0,1642.0
1642,北京知满天文化发展有限公司,民营,北京,100-499人,Python培训讲师,15K-20K,本科,全职,116.0,1643.0
1643,杭州国翌科技有限公司,民营,杭州,20-99人,软件及算法工程师,8K-16K,本科,全职,116.0,1644.0
1644,上海歌锦服饰有限公司河南分公司,民营,武汉,500-999人,湖北分公司总经理/经理,8K-10K,大专,全职,116.0,1645.0
1645,山东奥冠新能源科技有限公司,民营,德州,100-499人,检测员,2K-4K,大专,全职,116.0,1646.0
1646,国安金超(北京)科技有限公司,国企,北京,100-499人,互联金融产品风控经理,20K-30K,本科,全职,116.0,1647.0
1647,广东正邦电力通信工程有限公司,民营,广州,20-99人,Java接口工程师,8K-10K,大专,全职,116.0,1648.0
1648,恒福茶文化股份有限公司,民营,广州-天河区,100-499人,京东运营经理,8K-10K,大专,全职,116.0,1649.0
1649,上海三安实业有限公司,民营,上海-松江区,20-99人,产品经理,15K-20K,本科,全职,115.996,1650.0
1650,深圳市天正源网络科技有限公司,民营,深圳-龙华新区,20人以下,亚马逊产品开发经理,6K-10K,不限,全职,115.428,1651.0
1651,测势界(宁波)检测产品技术有限公司,合资,宁波,20-99人,食品接触材料（有机）测试工程师 ,4K-7K,大专,全职,115.012,1652.0
1652,无锡中微亿芯有限公司,国企,无锡,20-99人,芯片测试工程师,7K-14K,本科,全职,114.852005,1653.0
1653,环球车享诸暨汽车租赁有限公司,民营,绍兴,100-499人,市场主管,4K-6K,大专,全职,114.852,1654.0
1654,北京千锋互联科技有限公司西安分公司,民营,西安,500-999人,Python讲师,15K-20K,大专,全职,114.772,1655.0
1655,恒丰集团,外商独资,北京,1000-9999人,招聘培训专员（急招）,4.5K-7K,本科,全职,114.736,1656.0
1656,南阳正尚律和法律咨询服务有限公司,股份制企业,南阳,20-99人,新媒体运营,2.5K-5K,大专,全职,114.544,1657.0
1657,体娱(北京)文化传媒股份有限公司,上市公司,北京,100-499人,媒介专员,6K-12K,本科,全职,114.479996,1658.0
1658,上海源进投资管理有限公司,民营,杭州-萧山区,20-99人,新媒体运营专员,4K-6K,本科,全职,114.479996,1659.0
1659,山东一道云信息科技发展有限公司,股份制企业,厦门,100-499人,项目经理,6K-8K,本科,全职,113.776,1660.0
1660,颢成建筑设计咨询(上海)有限公司,民营,深圳-南山区,20-99人,猎头顾问助理,10K-15K,大专,全职,113.652,1661.0
1661,青岛可好便利店管理有限公司,民营,济南-历下区,500-999人,采购经理,4K-6K,大专,全职,113.144,1662.0
1662,北京力鼎创软科技有限公司,民营,石家庄,100-499人,dba工程师,6K-10K,本科,全职,112.692,1663.0
1663,广东宝乐机器人股份有限公司,股份制企业,深圳-宝安区,1000-9999人,高级电子工程师,15K-25K,本科,全职,112.0,1664.0
1664,浙江华正新材料股份有限公司,上市公司,杭州-临安市,1000-9999人,制程工艺工程师,4K-6K,本科,全职,112.0,1665.0
1665,深圳市世纪博仕网络信息技术有限公司,民营,广州-番禺区,100-499人,饰品买手,6.5K-8K,不限,全职,112.0,1666.0
1666,安吉伟誉家具有限公司,民营,杭州-西湖区,20人以下,采购主管及经理,8K-10K,大专,全职,112.0,1667.0
1667,武汉普佳尔科技有限公司,民营,武汉,20-99人,外贸,2K-4K,大专,全职,112.0,1668.0
1668,广州苏帕雷电子有限公司,民营,广州,20-99人,时尚买手/服装设计助理/采购,6K-8K,大专,全职,111.724,1669.0
1669,康耐威自动化科技(昆山)有限公司,民营,昆山,20-99人,新媒体运营,4K-8K,大专,全职,111.476,1670.0
1670,中国科学院上海高等研究院,事业单位,上海,500-999人,软件工程师,8K-10K,本科,全职,111.172,1671.0
1671,昆明市五华区和谐小额贷款股份有限公司,民营,昆明,100-499人,业务代表（普贷）,20K-30K,本科,全职,111.0,1672.0
1672,上海冀越企业管理咨询有限公司,民营,上海,20-99人,网络渠道规划经理,20K-30K,不限,全职,111.0,1673.0
1673,广州永霸信息科技股份有限公司,民营,乌鲁木齐,100-499人,BI工程师,6K-12K,大专,全职,110.844,1674.0
1674,北京千锋互联科技有限公司上海分公司,民营,武汉,500-999人,python讲师,20K-40K,大专,全职,110.772,1675.0
1675,华强方特文化科技集团股份有限公司,民营,深圳-南山区,10000人以上,华强方特集团2019届秋季校园招聘,5K-6K,本科,全职,110.76,1676.0
1676,福建易宇信息技术有限公司,民营,福州,20人以下,产品经理,10K-15K,大专,全职,110.56,1677.0
1677,四川丹秋教育管理咨询有限公司,民营,成都,1000-9999人,产品设计师,6K-10K,大专,全职,110.56,1678.0
1678,金电联行（北京）信息技术有限公司,合资,上海,100-499人,项目经理 （PM）,20K-30K,本科,全职,110.56,1679.0
1679,哈工大机器人(山东)智能装备研究院,事业单位,济南,100-499人,算法工程师,4K-8K,本科,全职,110.08,1680.0
1680,杭州微诚网络科技有限公司,民营,杭州,20-99人,外贸服装买手,6K-10K,大专,全职,110.0,1681.0
1681,广州哆啦科技有限公司,民营,广州-海珠区,,时尚买手（鞋包配饰方向）,5K-10K,本科,全职,110.0,1682.0
1682,陕西广信安工贸有限公司,民营,广州,20-99人,运行维护,15K-20K,大专,全职,109.812,1683.0
1683,深圳市阿思特科技有限公司,民营,深圳-龙岗区,100-499人,速卖通销售,6K-12K,大专,全职,109.36,1684.0
1684,辽宁中晟农业科技有限公司,民营,沈阳,20-99人,高级JAVA构架师,8K-10K,本科,全职,109.36,1685.0
1685,青岛海成慧车智能科技有限公司北京分公司,民营,青岛,20-99人,雷达算法-信号处理工程师,15K-30K,本科,全职,109.332,1686.0
1686,广东心灯文化旅游有限公司,民营,北京,20-99人,旅游管理岗,6K-8K,本科,全职,109.332,1687.0
1687,伯乐(上海)生命科学研究发展有限公司,外商独资,上海,1000-9999人,生物研究员,10K-15K,硕士,全职,109.172,1688.0
1688,深圳市澳华集团股份有限公司,民营,深圳,10000人以上,IT工程师,3K-6K,本科,校园,109.052,1689.0
1689,广州国标检验检测有限公司,民营,广州-萝岗区,20-99人,中药/中成药检验员,4K-8K,本科,全职,109.04,1690.0
1690,青岛语都教育科技有限公司,民营,青岛,100-499人,网络推广主管,8K-10K,本科,全职,108.864,1691.0
1691,上海歌锦服饰有限公司河南分公司,民营,郑州,500-999人,湖北分公司总经理/经理,10K-15K,大专,全职,108.8,1692.0
1692,大连东安自控系统有限公司,民营,大连-开发区,20人以下,软件工程师,6K-8K,本科,全职,108.56,1693.0
1693,郑州漫动者数字科技有限公司,民营,郑州,500-999人,移动产品经理/UE交互设计,10K-20K,大专,全职,108.5,1694.0
1694,东莞市中彩印刷器材有限公司,民营,东莞-长安镇,20-99人,跨境电商,3.8K-6K,大专,全职,108.0,1695.0
1695,上海耐西软件有限公司,民营,上海,20-99人,区块链技术专员,20K-30K,硕士,全职,108.0,1696.0
1696,深圳市易睿科电子有限公司,民营,深圳-龙岗区,20-99人,亚马逊销售经理/主管,10K-18K,不限,全职,108.0,1697.0
1697,合肥天馈信息技术有限公司,民营,合肥,20-99人,线上运营总监,10K-15K,大专,全职,107.708,1698.0
1698,深圳市鹏盛旺表业有限公司,民营,深圳,20-99人,海外销售精英外贸业务员， 高底薪，待遇好,4K-6K,大专,全职,107.44,1699.0
1699,四川华西职业培训学校,民营,重庆-渝北区,20-99人,市场主管/市场经理,4K-8K,大专,全职,107.428,1700.0
1700,重庆金刚葫芦电子商务有限公司,民营,重庆,20-99人,运营主管,6K-10K,本科,全职,106.908005,1701.0
1701,四川宜蓓康科技有限公司,民营,成都,100-499人,web前端工程师,5K-7K,本科,全职,106.436,1702.0
1702,洪雅峨眉半山健康管理有限公司,民营,成都,1000-9999人,健康管理师（运动管理方向）,6K-8K,大专,全职,106.152,1703.0
1703,大连志诚家具有限公司,民营,大连,20-99人,淘宝售后,4K-6K,不限,全职,106.04,1704.0
1704,沈阳熙达品尚投资管理有限公司,民营,沈阳,100-499人,销售行政,2K-4K,大专,全职,106.0,1705.0
1705,山东利尔康医疗科技股份有限公司,股份制企业,德州,500-999人,采购主管,4K-6K,中专,全职,106.0,1706.0
1706,福建福顺半导体制造有限公司,外商独资,福州,500-999人,数据库工程师（无需出差）,5K-7K,大专,全职,106.0,1707.0
1707,天坤智壤教育咨询(成都)有限公司,民营,重庆-渝北区,100-499人,市场主管/经理,5K-8K,大专,全职,106.0,1708.0
1708,宣城金策信息科技有限公司,民营,合肥-高新区,20-99人,java后台（双休+五险）,4K-6K,大专,全职,106.0,1709.0
1709,上海连尚网络科技有限公司,民营,上海-浦东新区,100-499人,Golang 工程师,20K-30K,本科,全职,105.692,1710.0
1710,天津神马搜索,民营,天津,20-99人,运营经理,6K-8K,本科,全职,105.332,1711.0
1711,惠州市明锐科技有限公司,民营,惠州,20-99人,外贸 亚马逊 速卖通 销售精英,4K-6K,大专,全职,104.888,1712.0
1712,郑州鸿士瑞自动化科技有限公司,民营,郑州,,网络爬虫工程师学徒,4K-6K,大专,全职,104.888,1713.0
1713,成都正大有限公司,合资,凉山,100-499人,饲料销售精英（攀枝花西昌片区）,10K-15K,不限,全职,104.444,1714.0
1714,盘石信息技术有限公司,股份制企业,杭州,1000-9999人,模型算法工程师,15K-20K,本科,全职,104.0,1715.0
1715,汕头市泰华电子有限公司,民营,汕头,20-99人,阿里巴巴国际站  运营,4K-6K,大专,全职,104.0,1716.0
1716,中芯国际集成电路制造(上海)有限公司,其它,上海-浦东新区,1000-9999人,CIM自动化软件工程师,10K-15K,本科,全职,104.0,1717.0
1717,宁波利星电子商务有限公司,民营,宁波,20人以下,速卖通运营,3K-5K,大专,全职,104.0,1718.0
1718,上海世骋实业有限公司,民营,上海-浦东新区,20-99人,外贸销售员,4K-8K,大专,全职,104.0,1719.0
1719,正大集团,外商独资,成都,10000人以上,饲料销售精英（一线自主运营团队）,9K-13K,不限,全职,103.84,1720.0
1720,宁波锦浪新能源科技股份有限公司,股份制企业,宁波,100-499人,采购经理,15K-25K,大专,全职,103.568,1721.0
1721,广州筷子信息科技有限公司,民营,广州-越秀区,100-499人,研究经理/高级研究经理（定量研究）,15K-25K,本科,全职,103.36,1722.0
1722,广州泛腾贸易有限公司,其它,广州-白云区,20人以下,国际物流专员/国际物流助理,3K-4K,不限,全职,103.36,1723.0
1723,深圳市九号科技有限公司,民营,深圳,20-99人,运营经理互联网,8K-10K,本科,全职,103.28,1724.0
1724,中山市及时便利连锁有限公司,民营,中山,1000-9999人,新店选址专员,3.5K-7K,不限,全职,103.28,1725.0
1725,北京亮道智能汽车技术有限公司,民营,北京,20-99人,传感融合算法工程师,15K-30K,本科,全职,103.272,1726.0
1726,北京中天国华信息技术有限公司,民营,北京-海淀区,100-499人,java高级工程师,10K-12K,本科,全职,103.144,1727.0
1727,深圳市奥麦斯智能创新有限公司,民营,深圳,500-999人,速卖通运营,6K-12K,大专,全职,102.956,1728.0
1728,成都正大有限公司,合资,成都,100-499人,饲料销售精英,10K-15K,不限,全职,102.76,1729.0
1729,南京瑞沃软件有限公司,民营,南京-江宁区,20-99人,BI工程师,8K-15K,大专,全职,102.668,1730.0
1730,武汉中元华电科技股份有限公司,上市公司,武汉,100-499人,测试工程师（校招）,5K-10K,本科,全职,102.668,1731.0
1731,广州永霸信息科技股份有限公司,民营,广州-天河区,100-499人,BI工程师（中级）,8K-12K,本科,全职,102.668,1732.0
1732,江苏华通工程检测有限公司,股份制企业,南京,100-499人,技术研发工程师,12.5K-25K,硕士,全职,102.56,1733.0
1733,德信国际贸易(香港)有限公司,民营,福州,20-99人,Amazon亚马逊运营专员（日语）,6K-8K,不限,全职,102.16,1734.0
1734,宁波鄞州麦禾国际贸易有限公司,民营,宁波,20-99人,跨境电商/阿里巴巴/亚马逊外贸业务员,6K-8K,大专,全职,102.044,1735.0
1735,骆驼服饰,民营,广州,1000-9999人,外贸商品经理（鞋服类）,15K-30K,大专,全职,102.0,1736.0
1736,北京康立远景科技发展有限公司,民营,北京,100-499人,程序员,15K-20K,本科,全职,101.716,1737.0
1737,天津市爱美慧家居用品有限公司,民营,天津,20-99人,销售 销售经理 业务员,2.5K-5K,大专,全职,101.68,1738.0
1738,深圳市拓保软件有限公司成都分公司,民营,成都,500-999人,Java工程师-阳光人寿-HR,10K-12.5K,大专,全职,100.284,1739.0
1739,上海四田房地产咨询服务有限公司,民营,上海,20-99人,业务拓展经理,5K-10K,大专,全职,100.24,1740.0
1740,上海天奎投资管理有限公司,外商独资,上海,100-499人,供应链经理 - 瓷砖方向,20K-30K,本科,全职,100.18,1741.0
1741,安徽淮商商业管理集团股份有限公司,民营,合肥,10000人以上,软件工程师,6K-8K,本科,全职,100.0,1742.0
1742,北京拾玖号教育科技有限公司,股份制企业,北京,20-99人,DevOps,20K-40K,本科,全职,100.0,1743.0
1743,南通荔缘电子商务有限公司,其它,南通,100-499人,服装采购,3.5K-5K,大专,全职,100.0,1744.0
1744,广东中联兴环保科技有限公司,合资,赣州,20-99人,高级销售经理/商务经理（江西）,8K-15K,本科,全职,99.72,1745.0
